customer_id,name_surname,age,gender,email,phone,account_type,balance,branch,credit_rating,is_active,last_transaction_date,monthly_income,credit_eligible,country,account_creation_date,tenure,num_of_products,has_credit_card,is_active_member,estimated_salary,churn
MST00797,Sevinc Rzayeva,24,Qadın,sevinc.rzayeva95@gmail.com,+994521926904,Cari,4234.27,Bakı,582,False,2025-04-15,2189.68,False,Azərbaycan,2025-12-16,0,1,1,0,13472.85,1
MST00798,Fidan Hüseynova,50,Qadın,fidan.hüseynova46@gmail.com,+994503400390,Depozit,6060.67,Sumqayıt,497,True,2025-02-26,5697.63,False,Azərbaycan,2022-05-28,3,3,1,1,13536.6,0
MST00799,Səbinə Məmmədova,48,Qadın,səbinə.məmmədova30@gmail.com,+994529285596,Əmanət,1662.22,Şəki,706,True,2024-11-02,1643.17,False,Azərbaycan,2022-06-11,3,2,1,1,11169.22,0
MST00800,Anar Orucov,19,Kişi,anar.orucov18@gmail.com,+994548718942,Əmanət,2045.09,Lənkəran,826,False,2024-06-30,1383.48,False,Azərbaycan,2025-07-01,0,1,0,0,2825.67,0
MST00801,Elnur Əliyev,19,Kişi,elnur.əliyev54@gmail.com,+994528063277,Əmanət,1538.9,Bakı,831,False,2024-07-23,969.09,False,Azərbaycan,2024-08-10,1,2,1,0,4761.22,0
MST00802,Aysel Ələkbərova,20,Qadın,aysel.ələkbərova66@gmail.com,+994557259662,Cari,3332.14,Mingəçevir,624,False,2025-03-29,3649.3,False,Azərbaycan,2024-02-15,1,1,0,0,6449.04,1
MST00803,Murad İsmayılov,48,Kişi,murad.i̇smayılov4@gmail.com,+994526556063,Biznes,15763.33,Sumqayıt,398,False,2024-12-06,5380.28,False,Azərbaycan,2017-01-13,8,4,1,0,7077.66,0
MST00804,Ləman Ələkbərova,50,Qadın,ləman.ələkbərova6@gmail.com,+994528372446,Biznes,8875.37,Quba,658,False,2025-02-20,6574.66,True,Azərbaycan,2017-12-21,8,4,1,0,6849.04,0
MST00805,Kamran Qasımov,60,Kişi,kamran.qasımov94@gmail.com,+994511693176,Əmanət,1180.95,Lənkəran,791,True,2024-07-07,1558.24,False,Azərbaycan,2020-12-16,5,4,1,1,10844.15,0
MST00806,Xuraman Hacıyeva,27,Qadın,xuraman.hacıyeva5@gmail.com,+994514393425,Biznes,15918.52,Qax,581,True,2025-02-28,8889.58,False,Azərbaycan,2018-10-16,7,4,1,1,4252.05,0
MST00807,Ləman Rzayeva,24,Qadın,ləman.rzayeva29@gmail.com,+994559654007,Biznes,13583.34,Şəki,814,False,2024-09-12,9363.96,True,Azərbaycan,2020-07-15,5,2,1,0,15374.6,0
MST00808,Gülşən Əlizadə,62,Qadın,gülşən.əlizadə58@gmail.com,+994507857934,Depozit,22703.01,Naxçıvan,350,True,2025-01-12,9545.42,False,Azərbaycan,2019-08-10,6,3,0,1,11732.62,0
MST00809,Şəbnəm İsmayılova,58,Qadın,şəbnəm.i̇smayılova16@gmail.com,+994507923202,Biznes,14061.82,Mingəçevir,508,False,2024-07-01,8189.42,False,Azərbaycan,2021-06-23,4,2,0,0,17440.16,1
MST00810,Ülviyyə Axundova,67,Qadın,ülviyyə.axundova95@gmail.com,+994549750301,Biznes,23320.17,Lənkəran,394,False,2025-03-06,9877.95,False,Azərbaycan,2021-12-16,4,2,0,0,10073.24,0
MST00811,Tural Qasımov,36,Kişi,tural.qasımov90@gmail.com,+994535735206,Depozit,26043.3,Gəncə,401,False,2025-04-20,9806.64,False,Azərbaycan,2021-06-14,4,3,1,0,5650.9,0
MST00812,Əli Əlizadə,34,Kişi,əli.əlizadə22@gmail.com,+994539377213,Əmanət,1167.19,Qusar,752,False,2024-05-26,1766.17,False,Azərbaycan,2025-03-03,0,2,1,0,15103.21,1
MST00813,Elvin Orucov,46,Kişi,elvin.orucov69@gmail.com,+994508069665,Biznes,27342.78,Qax,521,True,2024-06-10,7342.83,False,Azərbaycan,2016-12-26,9,4,1,1,18844.09,0
MST00814,Aysel Cəfərova,52,Qadın,aysel.cəfərova83@gmail.com,+994502204346,Biznes,11895.83,Qax,826,False,2024-10-12,5763.06,True,Azərbaycan,2023-02-09,2,2,0,0,12164.99,0
MST00815,Fidan Ələkbərova,54,Qadın,fidan.ələkbərova14@gmail.com,+994536866528,Biznes,21344.52,Quba,523,False,2024-10-06,7535.01,False,Azərbaycan,2020-04-22,5,3,1,0,14755.33,0
MST00816,Kamran Mahmudov,22,Kişi,kamran.mahmudov55@gmail.com,+994511529069,Cari,6456.57,Quba,784,False,2024-10-14,3269.04,True,Azərbaycan,2025-11-16,0,1,1,0,19721.09,1
MST00817,Aysel Rzayeva,74,Qadın,aysel.rzayeva55@gmail.com,+994526301908,Cari,2747.13,Mingəçevir,417,False,2025-04-04,2450.46,False,Azərbaycan,2017-08-18,8,3,0,0,16495.36,0
MST00818,İlkin Əliyev,49,Kişi,i̇lkin.əliyev44@gmail.com,+994538770226,Depozit,22891.63,Bakı,460,False,2025-01-14,7105.91,False,Azərbaycan,2018-11-17,7,3,0,0,7701.32,0
MST00819,Günay Məmmədova,24,Qadın,günay.məmmədova43@gmail.com,+994556580477,Biznes,15705.62,Qax,431,True,2024-12-31,6544.72,False,Azərbaycan,2021-12-09,4,3,1,1,2685.58,0
MST00820,Ləman İsmayılova,67,Qadın,ləman.i̇smayılova9@gmail.com,+994502621434,Biznes,14285.57,Naxçıvan,388,False,2024-08-18,6793.04,False,Azərbaycan,2024-05-02,1,1,0,0,4001.17,1
MST00821,Elnur Hacıyev,50,Kişi,elnur.hacıyev39@gmail.com,+994534287599,Depozit,6971.52,Gəncə,537,True,2025-01-29,6548.91,False,Azərbaycan,2023-11-25,2,3,1,1,19778.82,0
MST00822,Zəhra Rzayeva,70,Qadın,zəhra.rzayeva20@gmail.com,+994514120135,Biznes,14767.59,Şəki,801,True,2024-11-16,5998.19,True,Azərbaycan,2017-11-10,8,3,1,1,1854.41,0
MST00823,Qurban Axundov,45,Kişi,qurban.axundov69@gmail.com,+994527132464,Cari,2561.14,Sumqayıt,847,True,2024-11-18,1062.56,False,Azərbaycan,2017-06-06,8,4,1,1,8231.36,0
MST00824,Elnur Mürsəlov,64,Kişi,elnur.mürsəlov23@gmail.com,+994551474006,Biznes,7938.07,Zaqatala,580,True,2024-08-18,7096.68,False,Azərbaycan,2023-07-23,2,3,1,1,4548.61,0
MST00825,Əli Mürsəlov,56,Kişi,əli.mürsəlov55@gmail.com,+994534534646,Əmanət,3220.23,Naxçıvan,364,False,2024-07-30,3066.58,False,Azərbaycan,2016-08-27,9,2,1,0,17354.91,0
MST00826,Lətafət Əliyeva,50,Qadın,lətafət.əliyeva95@gmail.com,+994529063634,Biznes,11229.23,Bakı,444,False,2025-03-15,6526.65,False,Azərbaycan,2016-03-14,9,4,0,0,13045.2,1
MST00827,Xuraman Rzayeva,37,Qadın,xuraman.rzayeva74@gmail.com,+994508672070,Depozit,12417.92,Bakı,333,True,2025-03-02,9002.16,False,Azərbaycan,2015-09-10,10,4,0,1,4865.74,0
MST00828,Əli Nəbiyev,45,Kişi,əli.nəbiyev74@gmail.com,+994556561761,Əmanət,1698.73,Şəki,702,False,2025-04-04,903.79,False,Azərbaycan,2025-12-17,0,1,0,0,8778.78,0
MST00829,Kəmalə Axundova,48,Qadın,kəmalə.axundova21@gmail.com,+994517516574,Biznes,8752.68,Zaqatala,425,False,2025-01-17,7893.96,False,Azərbaycan,2024-01-21,1,1,1,0,1389.81,1
MST00830,Səbinə Cəfərova,26,Qadın,səbinə.cəfərova87@gmail.com,+994527286818,Depozit,14425.62,Mingəçevir,449,False,2025-01-03,8617.48,False,Azərbaycan,2021-03-03,4,3,1,0,1261.79,1
MST00831,Orxan Mürsəlov,20,Kişi,orxan.mürsəlov94@gmail.com,+994501210450,Biznes,4218.42,Gəncə,478,False,2024-08-26,7404.23,False,Azərbaycan,2024-02-01,1,2,1,0,3680.65,0
MST00832,Şahin İsmayılov,27,Kişi,şahin.i̇smayılov97@gmail.com,+994536871610,Cari,11738.39,Bakı,452,True,2024-12-20,4956.67,False,Azərbaycan,2022-12-11,3,2,1,1,19097.27,0
MST00833,Gülşən Hüseynova,74,Qadın,gülşən.hüseynova22@gmail.com,+994501918197,Biznes,9278.03,Gəncə,493,True,2024-06-04,8055.59,False,Azərbaycan,2022-03-04,3,3,0,1,8868.42,0
MST00834,Ləman Qasımova,62,Qadın,ləman.qasımova38@gmail.com,+994507845344,Cari,5087.09,Zaqatala,568,True,2025-02-02,1981.45,False,Azərbaycan,2019-02-05,6,2,1,1,18396.99,0
MST00835,Səbinə Ələkbərova,35,Qadın,səbinə.ələkbərova39@gmail.com,+994525210395,Cari,6039.81,Mingəçevir,803,False,2024-08-20,4323.88,True,Azərbaycan,2020-07-03,5,3,1,0,8815.74,0
MST00836,Qurban Nəbiyev,34,Kişi,qurban.nəbiyev62@gmail.com,+994538737557,Cari,8288.9,Quba,648,False,2024-11-12,3691.27,False,Azərbaycan,2019-07-21,6,2,1,0,4215.04,0
MST00837,Şəbnəm Əlizadə,74,Qadın,şəbnəm.əlizadə83@gmail.com,+994547877203,Biznes,27329.4,Zaqatala,595,False,2024-11-18,7578.72,False,Azərbaycan,2016-04-23,9,3,0,0,7372.06,1
MST00838,Nigar Orucova,24,Qadın,nigar.orucova69@gmail.com,+994526488232,Əmanət,5697.27,Naxçıvan,390,False,2025-03-20,2564.05,False,Azərbaycan,2022-03-10,3,3,1,0,8832.1,0
MST00839,Aytən Axundova,39,Qadın,aytən.axundova60@gmail.com,+994554440359,Əmanət,6055.5,Mingəçevir,683,True,2024-07-29,2588.04,True,Azərbaycan,2021-02-08,4,1,0,1,15069.38,0
MST00840,Orxan Mahmudov,59,Kişi,orxan.mahmudov98@gmail.com,+994536733272,Biznes,22911.32,Quba,319,False,2025-01-10,9586.62,False,Azərbaycan,2022-02-27,3,3,1,0,9682.08,1
MST00841,Əli Qasımov,18,Kişi,əli.qasımov59@gmail.com,+994535257952,Biznes,13137.68,Qax,690,False,2024-08-19,7131.34,False,Azərbaycan,2025-01-19,0,1,0,0,19298.78,0
MST00842,İlkin Qasımov,38,Kişi,i̇lkin.qasımov84@gmail.com,+994511381170,Biznes,6649.15,Qax,450,False,2024-07-22,6279.71,False,Azərbaycan,2025-02-20,0,1,1,0,6751.53,1
MST00843,Aytən Rzayeva,71,Qadın,aytən.rzayeva73@gmail.com,+994545953034,Biznes,17419.09,Qax,816,True,2024-08-12,6614.78,True,Azərbaycan,2018-05-04,7,4,1,1,13574.67,0
MST00844,Fidan Əliyeva,46,Qadın,fidan.əliyeva81@gmail.com,+994516916443,Depozit,7376.82,Bakı,302,True,2024-12-11,6318.14,False,Azərbaycan,2017-11-01,8,3,1,1,17713.19,0
MST00845,Emil Qasımov,20,Kişi,emil.qasımov57@gmail.com,+994501474176,Əmanət,3301.0,Mingəçevir,671,True,2025-01-06,2395.13,False,Azərbaycan,2023-09-17,2,2,1,1,9236.49,0
MST00846,Zəhra Nəbiyeva,59,Qadın,zəhra.nəbiyeva47@gmail.com,+994525933651,Əmanət,11605.44,Şəki,657,False,2025-05-20,4877.71,True,Azərbaycan,2023-03-12,2,1,1,0,13204.54,1
MST00847,Aytən Nəbiyeva,30,Qadın,aytən.nəbiyeva36@gmail.com,+994518072296,Biznes,8376.6,Bakı,838,True,2024-09-30,5060.59,True,Azərbaycan,2024-10-25,1,1,1,1,8788.27,0
MST00848,Nigar Axundova,67,Qadın,nigar.axundova70@gmail.com,+994505740314,Cari,7335.24,Sumqayıt,542,False,2025-01-25,4116.99,False,Azərbaycan,2022-12-24,3,3,1,0,9414.2,0
MST00849,Səbinə Ələkbərova,28,Qadın,səbinə.ələkbərova13@gmail.com,+994516952808,Biznes,12238.97,Gəncə,696,False,2024-09-11,9167.93,True,Azərbaycan,2023-12-07,2,3,1,0,16359.17,1
MST00850,Elvin Bədəlov,26,Kişi,elvin.bədəlov37@gmail.com,+994546729792,Biznes,26934.9,Lənkəran,408,True,2024-11-14,9636.23,False,Azərbaycan,2021-01-04,4,2,0,1,9505.49,0
MST00851,Aytən Əlizadə,57,Qadın,aytən.əlizadə27@gmail.com,+994546895250,Biznes,22172.92,Quba,367,False,2024-12-14,8455.07,False,Azərbaycan,2018-06-20,7,2,1,0,6160.88,0
MST00852,Nigar Mürsəlova,48,Qadın,nigar.mürsəlova16@gmail.com,+994552475268,Biznes,22490.21,Quba,653,True,2025-01-12,7794.93,True,Azərbaycan,2015-09-12,10,2,0,1,15207.02,0
MST00853,Kamran Qasımov,38,Kişi,kamran.qasımov70@gmail.com,+994519681869,Biznes,11733.62,Sumqayıt,498,True,2024-09-21,5396.01,False,Azərbaycan,2019-10-17,6,2,1,1,3849.16,0
MST00854,Qurban Əliyev,70,Kişi,qurban.əliyev51@gmail.com,+994517726859,Əmanət,1403.28,Qusar,410,False,2024-06-28,799.7,False,Azərbaycan,2023-05-19,2,3,0,0,16963.75,1
MST00855,Elvin Bədəlov,72,Kişi,elvin.bədəlov69@gmail.com,+994548467735,Əmanət,10987.09,Zaqatala,480,False,2024-09-24,4232.32,False,Azərbaycan,2020-12-25,5,2,1,0,18189.37,0
MST00856,Elnur Nəbiyev,37,Kişi,elnur.nəbiyev65@gmail.com,+994544346876,Əmanət,3729.28,Qax,620,False,2025-01-08,1500.93,False,Azərbaycan,2016-07-27,9,3,0,0,6157.89,0
MST00857,Nicat Əlizadə,60,Kişi,nicat.əlizadə33@gmail.com,+994527129998,Cari,981.06,Gəncə,755,False,2024-05-28,697.21,False,Azərbaycan,2022-05-27,3,2,0,0,18775.42,0
MST00858,Cavid Əliyev,74,Kişi,cavid.əliyev72@gmail.com,+994535866405,Biznes,13663.31,Qusar,576,True,2025-02-04,9613.9,False,Azərbaycan,2022-02-05,3,2,1,1,6240.12,0
MST00859,Sevinc Nəbiyeva,66,Qadın,sevinc.nəbiyeva96@gmail.com,+994512380488,Cari,5501.19,Zaqatala,816,False,2025-05-05,3618.75,True,Azərbaycan,2018-01-10,7,3,1,0,15482.55,0
MST00860,Kəmalə Bədəlova,19,Qadın,kəmalə.bədəlova82@gmail.com,+994528129072,Depozit,10549.82,Naxçıvan,705,False,2025-03-27,9943.33,False,Azərbaycan,2024-08-27,1,1,1,0,12147.89,1
MST00861,Aysel Hacıyeva,45,Qadın,aysel.hacıyeva1@gmail.com,+994508194850,Cari,1269.89,Qusar,730,False,2024-07-27,927.51,False,Azərbaycan,2025-05-19,0,2,1,0,12446.8,1
MST00862,Günay Hacıyeva,39,Qadın,günay.hacıyeva18@gmail.com,+994509466365,Depozit,26878.33,Mingəçevir,315,False,2024-12-23,9754.94,False,Azərbaycan,2021-07-17,4,1,1,0,17454.55,1
MST00863,Kamran Hüseynov,49,Kişi,kamran.hüseynov71@gmail.com,+994533288783,Cari,3721.08,Mingəçevir,399,True,2024-09-29,1216.57,False,Azərbaycan,2019-06-12,6,3,0,1,3303.33,0
MST00864,Əli Vəliyev,56,Kişi,əli.vəliyev29@gmail.com,+994549543302,Cari,2303.39,Sumqayıt,775,False,2024-05-30,1287.83,False,Azərbaycan,2025-12-15,0,1,0,0,11627.32,1
MST00865,Lətafət Nəbiyeva,32,Qadın,lətafət.nəbiyeva37@gmail.com,+994531676536,Əmanət,6806.71,Lənkəran,590,False,2024-06-24,3410.27,False,Azərbaycan,2016-07-28,9,3,0,0,16969.54,1
MST00866,Tural Axundov,51,Kişi,tural.axundov69@gmail.com,+994558534978,Cari,7560.66,Sumqayıt,399,False,2024-10-30,3764.32,False,Azərbaycan,2020-05-22,5,3,1,0,5496.49,0
MST00867,Kəmalə Axundova,51,Qadın,kəmalə.axundova51@gmail.com,+994503351876,Biznes,10455.64,Qusar,696,False,2024-10-06,8157.82,True,Azərbaycan,2019-09-26,6,2,1,0,7102.74,0
MST00868,Xuraman Bədəlova,52,Qadın,xuraman.bədəlova49@gmail.com,+994545673932,Depozit,16002.16,Qusar,368,False,2024-07-30,6871.58,False,Azərbaycan,2019-10-11,6,2,0,0,18035.77,1
MST00869,Fərid Məmmədov,50,Kişi,fərid.məmmədov64@gmail.com,+994507179925,Əmanət,1072.42,Qax,415,True,2025-05-11,376.76,False,Azərbaycan,2016-06-02,9,3,0,1,16134.36,0
MST00870,Şahin Əlizadə,29,Kişi,şahin.əlizadə13@gmail.com,+994519855976,Biznes,19607.97,Naxçıvan,802,True,2024-09-02,5512.25,True,Azərbaycan,2015-08-09,10,4,0,1,2511.16,0
MST00871,Nihat Hacıyev,53,Kişi,nihat.hacıyev82@gmail.com,+994525230262,Depozit,17462.07,Şəki,617,False,2025-04-14,8497.4,False,Azərbaycan,2024-04-23,1,1,1,0,13551.55,0
MST00872,Sevinc Cəfərova,23,Qadın,sevinc.cəfərova61@gmail.com,+994539667485,Depozit,17494.29,Quba,787,True,2025-01-11,8276.09,True,Azərbaycan,2021-06-18,4,3,0,1,7227.03,0
MST00873,Şəbnəm Nəbiyeva,75,Qadın,şəbnəm.nəbiyeva84@gmail.com,+994501594713,Depozit,9775.61,Lənkəran,732,True,2024-07-29,9865.67,True,Azərbaycan,2021-11-26,4,2,1,1,11527.69,0
MST00874,Günay İsmayılova,47,Qadın,günay.i̇smayılova50@gmail.com,+994536872850,Depozit,12545.09,Quba,596,True,2025-02-01,7544.55,False,Azərbaycan,2017-03-12,8,2,1,1,6839.8,0
MST00875,Zəhra Orucova,30,Qadın,zəhra.orucova72@gmail.com,+994528542899,Cari,13602.65,Mingəçevir,504,False,2024-07-05,4886.5,False,Azərbaycan,2017-01-28,8,3,0,0,5967.31,0
MST00876,Günay Rzayeva,41,Qadın,günay.rzayeva34@gmail.com,+994535611919,Depozit,6348.5,Bakı,650,False,2024-08-26,5893.84,False,Azərbaycan,2015-06-19,10,3,1,0,15463.46,0
MST00877,Zəhra Bədəlova,22,Qadın,zəhra.bədəlova4@gmail.com,+994541359700,Biznes,11169.68,Naxçıvan,421,False,2024-06-24,7894.98,False,Azərbaycan,2025-12-12,0,2,1,0,19718.13,1
MST00878,Xuraman Axundova,65,Qadın,xuraman.axundova74@gmail.com,+994529468131,Depozit,19256.75,Mingəçevir,566,True,2024-09-23,9588.24,False,Azərbaycan,2024-09-13,1,2,0,1,19076.07,0
MST00879,Gülşən Əlizadə,46,Qadın,gülşən.əlizadə31@gmail.com,+994519570681,Biznes,16991.19,Sumqayıt,653,False,2024-12-11,5723.48,True,Azərbaycan,2018-05-23,7,2,1,0,16446.63,0
MST00880,Rauf Quliyev,35,Kişi,rauf.quliyev62@gmail.com,+994507054079,Depozit,9567.88,Gəncə,467,False,2024-10-18,6981.92,False,Azərbaycan,2023-02-09,2,3,1,0,17638.22,0
MST00881,Aysel Rzayeva,57,Qadın,aysel.rzayeva95@gmail.com,+994503511554,Biznes,10845.82,Bakı,584,False,2024-12-17,5469.98,False,Azərbaycan,2022-05-06,3,3,0,0,14439.77,0
MST00882,İlkin Ələkbərov,33,Kişi,i̇lkin.ələkbərov4@gmail.com,+994525822509,Cari,2854.47,Qusar,795,True,2025-01-17,2619.17,True,Azərbaycan,2017-08-24,8,3,1,1,12637.5,0
MST00883,Aytən Ələkbərova,53,Qadın,aytən.ələkbərova55@gmail.com,+994504807123,Əmanət,484.58,Mingəçevir,437,False,2025-03-17,477.43,False,Azərbaycan,2023-10-21,2,1,0,0,17130.55,1
MST00884,Şahin Bədəlov,55,Kişi,şahin.bədəlov19@gmail.com,+994506172048,Depozit,15353.23,Sumqayıt,573,False,2024-08-29,7347.93,False,Azərbaycan,2015-09-14,10,3,1,0,19068.98,0
MST00885,Zəhra Hacıyeva,61,Qadın,zəhra.hacıyeva56@gmail.com,+994544459823,Əmanət,4403.95,Sumqayıt,498,True,2024-12-06,1477.59,False,Azərbaycan,2019-08-06,6,2,0,1,9042.98,0
MST00886,Gülşən Rzayeva,45,Qadın,gülşən.rzayeva22@gmail.com,+994501396304,Depozit,11924.68,Bakı,471,False,2024-11-09,6270.44,False,Azərbaycan,2022-03-07,3,3,0,0,15770.79,1
MST00887,Xuraman İsmayılova,23,Qadın,xuraman.i̇smayılova75@gmail.com,+994551171406,Cari,2120.52,Bakı,718,False,2025-01-28,1687.91,False,Azərbaycan,2021-02-13,4,1,1,0,2871.72,1
MST00888,Kamran Vəliyev,38,Kişi,kamran.vəliyev89@gmail.com,+994549226311,Biznes,9550.24,Naxçıvan,699,True,2025-02-26,6331.7,True,Azərbaycan,2024-03-24,1,2,0,1,17046.46,0
MST00889,Günay İsmayılova,49,Qadın,günay.i̇smayılova93@gmail.com,+994547061160,Əmanət,1283.6,Bakı,487,True,2024-08-27,1346.32,False,Azərbaycan,2020-10-21,5,4,0,1,11919.93,0
MST00890,Ləman Rzayeva,55,Qadın,ləman.rzayeva4@gmail.com,+994504506977,Əmanət,7726.12,Sumqayıt,514,True,2024-11-19,2865.1,False,Azərbaycan,2021-10-18,4,3,1,1,4412.01,0
MST00891,Emil Quliyev,59,Kişi,emil.quliyev62@gmail.com,+994502366382,Biznes,16212.6,Qax,520,False,2025-02-09,6452.85,False,Azərbaycan,2021-06-07,4,1,1,0,6012.79,1
MST00892,Nigar Cəfərova,61,Qadın,nigar.cəfərova29@gmail.com,+994553528080,Biznes,19052.37,Qusar,490,False,2024-09-10,6180.09,False,Azərbaycan,2019-12-11,6,2,1,0,17520.79,0
MST00893,Cavid Ələkbərov,73,Kişi,cavid.ələkbərov60@gmail.com,+994543951365,Biznes,6848.05,Şəki,798,True,2025-01-05,8354.72,True,Azərbaycan,2021-07-27,4,3,1,1,9632.69,0
MST00894,Səbinə Cəfərova,47,Qadın,səbinə.cəfərova54@gmail.com,+994506916716,Əmanət,2304.66,Şəki,783,False,2025-04-17,1334.02,False,Azərbaycan,2018-04-27,7,3,1,0,9260.09,0
MST00895,Əli Qasımov,63,Kişi,əli.qasımov30@gmail.com,+994539202063,Cari,3652.31,Lənkəran,801,False,2024-08-16,3553.69,True,Azərbaycan,2017-10-01,8,3,1,0,13560.28,0
MST00896,Gülşən Orucova,75,Qadın,gülşən.orucova99@gmail.com,+994513722014,Biznes,15696.69,Zaqatala,566,False,2024-06-04,9424.91,False,Azərbaycan,2023-08-25,2,3,0,0,9258.53,0
MST00897,Nigar Əliyeva,48,Qadın,nigar.əliyeva2@gmail.com,+994551875311,Depozit,7617.41,Gəncə,533,True,2024-12-27,7716.09,False,Azərbaycan,2019-11-13,6,2,1,1,10205.33,0
MST00898,Anar Mahmudov,51,Kişi,anar.mahmudov28@gmail.com,+994532804294,Depozit,16604.57,Zaqatala,849,True,2025-03-20,6712.45,True,Azərbaycan,2019-12-17,6,4,0,1,1754.45,0
MST00899,Gülşən Hüseynova,72,Qadın,gülşən.hüseynova14@gmail.com,+994557536987,Əmanət,6324.57,Şəki,496,True,2024-10-14,4014.65,False,Azərbaycan,2018-08-24,7,3,1,1,1784.7,0
MST00900,Qurban Axundov,65,Kişi,qurban.axundov49@gmail.com,+994507331665,Depozit,11073.01,Lənkəran,696,True,2024-08-21,7407.56,True,Azərbaycan,2021-03-16,4,2,1,1,9798.59,0
MST00901,Aytən Bədəlova,30,Qadın,aytən.bədəlova60@gmail.com,+994536884395,Əmanət,3862.0,Naxçıvan,662,False,2024-08-12,2615.51,True,Azərbaycan,2025-02-21,0,2,0,0,19561.52,1
MST00902,Ülviyyə Rzayeva,61,Qadın,ülviyyə.rzayeva37@gmail.com,+994509781560,Cari,2660.64,Sumqayıt,354,False,2025-01-19,3148.82,False,Azərbaycan,2021-06-27,4,3,1,0,14598.39,0
MST00903,Rauf Ələkbərov,67,Kişi,rauf.ələkbərov14@gmail.com,+994545460118,Depozit,28290.13,Zaqatala,300,False,2024-11-13,8616.38,False,Azərbaycan,2017-01-25,8,2,1,0,5281.08,0
MST00904,Murad Cəfərov,23,Kişi,murad.cəfərov78@gmail.com,+994502759326,Depozit,8070.69,Şəki,631,False,2024-11-01,9731.14,False,Azərbaycan,2023-06-04,2,1,1,0,7408.68,1
MST00905,Fidan Məmmədova,51,Qadın,fidan.məmmədova51@gmail.com,+994505895291,Biznes,5855.18,Gəncə,580,False,2024-06-10,7339.94,False,Azərbaycan,2022-10-18,3,1,1,0,6639.49,1
MST00906,Lətafət Bədəlova,59,Qadın,lətafət.bədəlova90@gmail.com,+994517186518,Biznes,12246.36,Şəki,626,False,2024-10-03,5834.79,False,Azərbaycan,2019-09-21,6,2,0,0,15076.93,0
MST00907,Zəhra Qasımova,42,Qadın,zəhra.qasımova84@gmail.com,+994519410516,Əmanət,4218.38,Şəki,302,False,2025-01-09,2163.02,False,Azərbaycan,2022-11-06,3,3,0,0,12590.66,0
MST00908,Nigar Əliyeva,37,Qadın,nigar.əliyeva52@gmail.com,+994505064887,Biznes,8471.01,Bakı,424,False,2025-04-21,8485.38,False,Azərbaycan,2017-12-24,8,4,1,0,15315.75,0
MST00909,Nicat Nəbiyev,29,Kişi,nicat.nəbiyev29@gmail.com,+994511405057,Biznes,15063.26,Qusar,559,False,2025-04-05,9034.14,False,Azərbaycan,2024-11-11,1,2,1,0,11221.51,1
MST00910,Səbinə Hacıyeva,20,Qadın,səbinə.hacıyeva18@gmail.com,+994522192151,Əmanət,7084.32,Qusar,328,False,2024-07-21,4622.16,False,Azərbaycan,2024-07-15,1,1,1,0,12114.04,1
MST00911,Nigar Qasımova,53,Qadın,nigar.qasımova24@gmail.com,+994538656116,Biznes,9031.34,Gəncə,459,True,2024-09-21,5432.01,False,Azərbaycan,2015-06-02,10,4,1,1,14775.43,0
MST00912,Anar Vəliyev,60,Kişi,anar.vəliyev80@gmail.com,+994519332846,Cari,13194.29,Mingəçevir,482,False,2025-02-21,4645.11,False,Azərbaycan,2017-03-21,8,4,1,0,12128.1,0
MST00913,Şəbnəm İsmayılova,56,Qadın,şəbnəm.i̇smayılova51@gmail.com,+994554743954,Depozit,8862.28,Qusar,302,True,2025-01-19,5047.52,False,Azərbaycan,2018-10-13,7,4,1,1,9586.72,0
MST00914,Fidan Hüseynova,30,Qadın,fidan.hüseynova95@gmail.com,+994533303084,Cari,2420.15,Mingəçevir,757,False,2024-10-31,1049.86,False,Azərbaycan,2020-07-07,5,3,0,0,16573.04,0
MST00915,Şahin Quliyev,67,Kişi,şahin.quliyev20@gmail.com,+994519608058,Biznes,7180.07,Bakı,325,False,2024-10-09,5325.98,False,Azərbaycan,2025-09-25,0,1,0,0,17887.58,0
MST00916,Şahin Axundov,62,Kişi,şahin.axundov87@gmail.com,+994558287242,Biznes,20611.62,Gəncə,545,False,2025-01-17,7501.16,False,Azərbaycan,2017-10-07,8,3,1,0,15495.98,1
MST00917,Şəbnəm Hacıyeva,30,Qadın,şəbnəm.hacıyeva32@gmail.com,+994522867474,Əmanət,6971.71,Mingəçevir,737,True,2025-04-03,4448.24,True,Azərbaycan,2020-08-15,5,2,1,1,13477.71,0
MST00918,Tural Axundov,46,Kişi,tural.axundov88@gmail.com,+994512867431,Biznes,24490.78,Qusar,685,True,2024-09-04,9479.56,True,Azərbaycan,2018-05-20,7,4,1,1,15403.61,0
MST00919,Gülşən Orucova,36,Qadın,gülşən.orucova68@gmail.com,+994523631723,Cari,5934.54,Quba,694,True,2024-12-25,3655.74,True,Azərbaycan,2017-12-02,8,3,1,1,6310.8,0
MST00920,Kamran Axundov,51,Kişi,kamran.axundov57@gmail.com,+994505967318,Cari,4616.71,Sumqayıt,701,False,2025-04-14,2151.47,True,Azərbaycan,2023-10-22,2,3,0,0,13962.34,1
MST00921,Anar Mahmudov,33,Kişi,anar.mahmudov63@gmail.com,+994554203751,Əmanət,4830.19,Bakı,529,True,2024-06-22,2074.1,False,Azərbaycan,2017-11-04,8,2,1,1,13339.85,0
